tm,stnId,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,maxWs,maxWsWd,maxInsWs,maxInsWsWd,avgRhm,minRhm,minRhmHrmt,avgCm10Te,avgCm20Te,avgCm30Te,avgCm5Te,avgLmac,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,avgPa,avgPs,avgPv,avgTca,avgTd,avgTs,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,hr1MaxIcsr,hr1MaxIcsrHrmt,hr1MaxRn,hr1MaxRnHrmt,hr24SumRws,iscs,maxInsWsHrmt,maxPs,maxPsHrmt,maxTaHrmt,maxWd,maxWsHrmt,mi10MaxRn,mi10MaxRnHrmt,minPs,minPsHrmt,minTaHrmt,minTg,n99Rn,ssDur,sumDpthFhsc,sumFogDur,sumGsr,sumLrgEv,sumRnDur,sumSmlEv,sumSsHr
2026-08-05,211,인제,28.5,23.5,36.8,,1.2,2.9,20,4.9,20,72.6,43,1536,,,,,0.1,,,,,,986.1,1008.7,27.4,0.8,22.6,36.8,,,,,,,,,1044,,1651,1011.3,0639,1552,360,1651,,,1005.6,1606,0549,22.1,,14.0,,,,,,,10.9
2026-08-06,211,인제,28.3,22.6,35.8,,1.5,3.1,20,6.1,20,70.8,40,1525,,,,,0.0,,,,,,984.2,1006.7,26.3,0.0,21.9,36.3,,,,,,,,,1338,,1601,1009.6,0537,1534,20,1622,,,1003.9,1614,0556,21.1,,14.0,,,,,,,10.8
2026-08-07,211,인제,28.3,21.8,36.2,,1.4,2.6,50,6.0,70,70.8,42,1629,,,,,0.0,,,,,,982.6,1005.1,26.4,0.0,21.9,36.5,,,,,,,,,1244,,2313,1007.3,0547,1539,50,2347,,,1002.0,1621,0543,20.1,,13.9,,,,,,,10.9
2026-08-08,211,인제,24.4,21.3,28.7,,4.1,7.2,20,13.2,20,72.5,61,1306,,,,,4.9,,,,,,987.0,1009.9,22.2,5.8,19.0,30.0,,,,,,,,,3562,,1419,1012.5,2316,0937,20,1323,,,1006.5,0116,2206,20.8,,13.9,,,,,,,2.1
2026-08-09,211,인제,23.0,20.6,26.0,,4.0,6.5,20,12.9,50,67.8,59,0236,,,,,4.8,,,,,,989.0,1012.0,19.0,6.5,16.6,29.4,,,,,,,,,3457,,0954,1013.6,2213,1237,50,1026,,,1011.1,1254,0640,19.1,,13.9,,,,,,,3.3
2026-08-10,211,인제,24.2,20.9,28.7,,2.2,4.5,20,8.7,20,73.4,58,1151,,,,,3.6,,,,,,989.5,1012.4,21.8,6.3,18.9,31.1,,,,,,,,,1914,,1319,1013.9,0705,1147,50,1359,,,1010.6,1548,2342,18.6,,13.8,,,,,,,6.4
2026-08-11,211,인제,22.6,19.0,27.0,,2.3,5.1,20,10.4,20,72.6,57,1048,,,,,6.4,,,,,,988.0,1011.0,19.7,6.6,17.3,26.9,,,,,,,,,1946,,1329,1012.9,0001,1047,20,1353,,,1009.5,1630,2340,15.3,,13.8,,,,,,,1.2
2026-08-12,211,인제,20.5,16.2,25.1,0.1,2.4,5.8,20,11.9,50,79.1,58,1007,,,,,4.5,,,,,,985.1,1008.3,18.9,6.0,16.6,27.2,,,,,,,0.1,2141,2106,,1348,1011.1,0001,1330,20,1154,0.1,2231,1006.9,1642,0413,12.0,,13.8,,,,,,,4.7
2026-08-13,211,인제,22.9,19.7,25.9,0.7,1.3,3.8,20,8.0,20,84.1,69,1128,,,,,5.5,,,,,,982.1,1005.0,23.3,6.9,19.9,28.7,,,,,,,0.4,428,1146,,1134,1007.1,0001,1455,50,1134,0.2,,1004.0,1452,0358,18.3,,13.7,,,,,,,0.5
2026-08-14,211,인제,23.9,21.5,28.0,,1.3,4.0,50,7.3,50,81.1,66,1553,,,,,6.4,,,,,,982.9,1005.8,23.8,9.3,20.3,28.9,,,,,,,,,1095,,1306,1007.5,2348,1248,50,1417,,,1004.6,0321,2236,20.1,,13.7,,,,,,,0.3
2026-08-15,211,인제,23.3,20.9,25.9,0.5,0.8,1.7,50,3.0,20,89.4,79,1207,,,,,5.5,,,,,,983.8,1006.7,25.5,9.5,21.4,25.7,,,,,,,0.3,709,696,,0400,1007.8,0905,1420,20,1511,0.2,,1005.3,1828,0309,19.9,,13.7,,,,,,,0.0
2026-08-16,211,인제,22.8,21.5,24.4,5.1,0.7,1.8,50,3.3,50,91.9,85,1108,,,,,5.9,,,,,,983.3,1006.2,25.4,8.9,21.3,24.8,,,,,,,2.9,428,601,,2227,1007.5,0824,1618,20,2251,0.9,434,1004.9,1538,0627,21.3,,13.6,,,,,,,0.0
2026-08-17,211,인제,23.4,21.3,27.5,64.1,1.0,3.1,290,12.8,270,89.4,69,1134,,,,,7.1,,,,,,983.3,1006.2,25.6,8.0,21.4,26.4,,,,,,,44.9,2031,869,,2006,1008.2,2149,1302,20,2011,10.8,2052,1005.0,1508,0540,20.7,,13.6,,,,,,,0.1
2026-08-18,211,인제,25.2,21.7,30.7,,1.0,3.1,200,6.8,180,81.1,53,1314,,,,,2.5,,,,,,986.8,1009.6,25.3,4.5,21.3,27.6,,,,,,,,,900,,1121,1012.6,2327,1534,180,0959,,,1007.5,0200,0001,19.5,,13.5,,,,,,,5.5
2026-08-19,211,인제,24.1,21.0,28.8,,1.0,2.6,200,4.8,110,82.0,58,1429,,,,,2.1,,,,,,990.5,1013.5,24.3,7.3,20.6,26.2,,,,,,,,,828,,1233,1015.3,2157,1425,180,0814,,,1012.1,1749,0304,18.8,,13.5,,,,,,,2.1
2026-08-20,211,인제,23.9,20.7,29.2,0.0,0.9,2.3,20,4.1,20,85.1,56,1301,,,,,4.3,,,,,,991.1,1014.1,25.0,9.3,21.0,25.6,,,,,,,0.0,,748,,0743,1015.6,0643,1223,20,0749,0.0,,1012.6,1622,0018,18.5,,13.5,,,,,,,0.7
2026-08-21,211,인제,23.7,21.7,27.1,0.3,0.8,2.0,20,3.5,20,88.3,74,1513,,,,,4.5,,,,,,989.6,1012.6,25.7,9.8,21.5,25.6,,,,,,,0.2,,680,,0708,1014.0,0828,1525,50,0716,0.1,,1010.3,1532,0559,21.1,,13.4,,,,,,,0.0
2026-08-22,211,인제,22.9,21.4,25.9,14.2,0.6,1.8,50,3.2,20,93.8,78,1010,,,,,3.0,,,,,,990.4,1013.5,26.0,8.3,21.7,25.1,,,,,,,9.8,1534,519,,0527,1014.7,2144,1044,360,0527,3.2,1604,1012.2,0345,2348,20.3,,13.4,,,,,,,0.1
2026-08-23,211,인제,25.5,20.8,31.8,,0.9,3.0,180,6.7,140,82.1,56,1441,,,,,1.3,,,,,,990.8,1013.7,26.1,2.5,21.8,28.9,,,,,,,,,777,,1456,1015.5,0953,1540,180,1410,,,1011.5,1628,0516,21.0,,13.4,,,,,,,7.0
2026-08-24,211,인제,27.4,22.8,32.7,,1.4,3.7,180,9.0,230,73.8,52,1506,,,,,1.9,,,,,,989.0,1011.6,26.4,4.3,21.9,31.3,,,,,,,,,1251,,2211,1014.2,0104,1506,200,2120,,,1008.5,1608,0023,20.7,,13.3,,,,,,,7.1
2026-08-25,211,인제,26.7,22.9,31.7,,1.4,3.2,200,6.7,200,77.0,55,1619,,,,,3.9,,,,,,988.0,1010.7,26.6,6.0,22.1,30.3,,,,,,,,,1181,,0522,1012.2,0942,1440,180,0651,,,1009.2,1723,2400,20.7,,13.3,,,,,,,3.5
2026-08-26,211,인제,25.1,22.1,31.3,,1.1,3.8,70,6.7,90,80.1,54,1409,,,,,3.3,,,,,,985.8,1008.6,25.3,8.8,21.2,29.4,,,,,,,,,915,,1647,1011.3,0007,1406,360,1654,,,1006.8,1554,2148,20.6,,13.2,,,,,,,1.6
2026-08-27,211,인제,25.7,21.2,31.8,,1.2,3.7,70,6.5,70,76.4,55,1419,,,,,5.4,,,,,,984.6,1007.3,24.8,8.1,20.9,31.8,,,,,,,,,1021,,1857,1009.5,2226,1427,180,1900,,,1004.5,1603,0540,20.5,,13.2,,,,,,,6.0
2026-08-28,211,인제,23.9,22.7,26.7,,1.3,2.6,70,6.0,50,76.8,62,1122,,,,,7.5,,,,,,986.6,1009.5,22.7,9.9,19.5,26.0,,,,,,,,,1085,,0113,1011.0,0930,1109,70,0117,,,1008.2,1854,2328,21.9,,13.2,,,,,,,0.0
2026-08-29,211,인제,23.3,21.3,27.8,0.4,0.7,2.4,50,4.4,50,88.0,70,1651,,,,,8.8,,,,,,984.1,1007.0,25.1,9.6,21.1,26.2,,,,,,,0.3,2312,598,,2106,1008.9,2227,1616,20,2107,0.2,2344,1005.1,1612,0449,21.3,,13.1,,,,,,,0.2
2026-08-30,211,인제,23.6,20.6,27.1,0.3,0.7,2.2,360,3.9,340,85.9,68,1605,,,,,2.9,,,,,,985.5,1008.4,24.8,10.0,20.9,26.3,,,,,,,0.3,2331,592,,1941,1009.7,0731,1604,180,1948,0.1,,1007.1,1548,0504,19.7,,13.1,,,,,,,0.3
2026-08-31,211,인제,22.3,21.1,24.0,28.3,0.8,2.0,50,3.4,70,95.0,89,0010,,,,,4.4,,,,,,986.7,1009.7,25.5,10.0,21.4,24.7,,,,,,,9.8,453,669,,0802,1011.8,2214,1412,20,0947,3.7,502,1008.1,0408,2348,20.5,,13.1,,,,,,,0.0
