tm,stnId,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,maxWs,maxWsWd,maxInsWs,maxInsWsWd,avgRhm,minRhm,minRhmHrmt,avgCm10Te,avgCm20Te,avgCm30Te,avgCm5Te,avgLmac,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,avgPa,avgPs,avgPv,avgTca,avgTd,avgTs,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,hr1MaxIcsr,hr1MaxIcsrHrmt,hr1MaxRn,hr1MaxRnHrmt,hr24SumRws,iscs,maxInsWsHrmt,maxPs,maxPsHrmt,maxTaHrmt,maxWd,maxWsHrmt,mi10MaxRn,mi10MaxRnHrmt,minPs,minPsHrmt,minTaHrmt,minTg,n99Rn,ssDur,sumDpthFhsc,sumFogDur,sumGsr,sumLrgEv,sumRnDur,sumSmlEv,sumSsHr
2026-02-12,211,인제,-0.1,-6.1,6.8,,1.4,3.9,180,7.4,230,68.5,31,1410,,,,,0.9,,,,,,996.5,1021.9,3.9,2.0,-6.2,0.9,,,,,,,,,1198,,1541,1024.9,0833,1408,180,1523,,,1019.1,1643,0732,-12.8,,10.7,,,,,,,7.7
2026-02-13,211,인제,2.7,-2.4,8.0,,1.3,4.7,270,9.2,270,72.5,50,1358,,,,,1.9,,,,,,994.7,1019.7,5.3,5.0,-1.8,2.4,,,,,,,,,1163,,1437,1021.7,0004,1407,200,1446,,,1017.8,1405,0004,-8.4,,10.7,,,,,,,2.4
2026-02-14,211,인제,3.2,-1.1,10.4,,1.0,4.2,230,8.9,230,75.6,45,1425,,,,,3.6,,,,,,992.3,1017.3,5.7,4.3,-1.0,3.6,,,,,,,,,821,,1438,1020.4,0228,1519,200,1442,,,1013.8,1517,0136,-6.8,,10.8,,,,,,,4.7
2026-02-15,211,인제,4.8,-1.3,12.9,,1.5,4.7,180,12.0,160,56.6,14,1532,,,,,2.9,,,,,,993.4,1018.2,4.5,3.8,-4.9,4.1,,,,,,,,,1262,,1326,1021.6,2348,1501,180,1402,,,1015.2,1432,2351,-9.6,,10.8,,,,,,,6.3
2026-02-16,211,인제,-0.5,-4.5,5.8,,1.2,4.3,50,7.4,70,72.0,51,1506,,,,,2.0,,,,,,998.6,1024.1,4.2,4.8,-5.1,2.9,,,,,,,,,1019,,1248,1025.7,0827,1505,50,1221,,,1021.6,0001,0639,-11.0,,10.8,,,,,,,2.7
2026-02-17,211,인제,0.3,-7.0,7.1,,2.0,4.9,200,10.6,160,55.0,17,1635,,,,,0.0,,,,,,995.9,1021.2,3.0,0.0,-9.9,1.5,,,,,,,,,1721,,1518,1025.7,0245,1614,180,1446,,,1016.9,1609,0652,-13.2,,10.9,,,,,,,8.3
2026-02-18,211,인제,0.8,-4.5,6.9,,1.9,4.5,200,8.6,200,55.1,25,1620,,,,,0.5,,,,,,995.1,1020.4,3.4,1.1,-8.0,2.1,,,,,,,,,1611,,0237,1024.3,2400,1514,180,0231,,,1018.0,0551,2357,-11.9,,10.9,,,,,,,5.7
2026-02-19,211,인제,-0.6,-7.6,7.7,,1.3,4.4,180,8.7,200,59.5,27,1431,,,,,0.0,,,,,,997.8,1023.3,3.2,0.0,-8.6,1.5,,,,,,,,,1082,,1610,1026.4,0827,1534,180,1615,,,1020.0,1509,0705,-13.9,,11.0,,,,,,,8.3
2026-02-20,211,인제,1.9,-6.8,11.5,,1.2,4.1,180,10.9,230,62.6,33,1500,,,,,0.3,,,,,,992.8,1017.9,4.2,1.3,-5.3,2.3,,,,,,,,,996,,1655,1023.0,0033,1526,180,1515,,,1013.1,1619,0642,-13.3,,11.0,,,,,,,8.4
2026-02-21,211,인제,6.8,-3.5,15.9,,2.0,6.0,200,12.2,200,57.6,30,1417,,,,,0.0,,,,,,986.4,1010.9,5.2,1.1,-2.3,4.4,,,,,,,,,1752,,1332,1016.0,0031,1530,200,1239,,,1006.3,1804,0709,-9.7,,11.0,,,,,,,8.3
2026-02-22,211,인제,7.2,0.3,11.6,1.0,3.4,7.5,200,17.5,160,40.0,12,1846,,,,,3.8,,,,,,983.3,1007.7,4.5,3.8,-7.5,4.2,,,,,,,,,2897,,1530,1018.5,2355,1447,200,1519,,,1000.6,1441,2351,-3.5,,11.1,,,,,,,1.4
2026-02-23,211,인제,2.0,-1.5,6.7,,3.3,5.5,180,12.1,230,21.1,11,1604,,,,,0.0,,,,,,997.7,1023.0,1.5,3.9,-18.3,1.9,,,,,,,,,2871,,1556,1026.3,2355,1459,180,1344,,,1018.5,0001,0723,-6.6,,11.1,,,,,,,8.0
2026-02-24,211,인제,0.8,-4.1,5.7,,0.7,2.2,160,4.9,160,44.8,25,0022,,,,,3.0,,,,,,1000.0,1025.4,2.8,7.4,-10.5,1.6,,,,,,,,,595,,0021,1027.3,0216,1415,200,0022,,,1022.9,1507,2342,-12.0,,11.1,,,,,,,0.0
2026-02-25,211,인제,1.2,-6.3,9.5,,1.9,5.2,20,9.4,20,66.1,42,1123,,,,,0.0,,,,,,1000.3,1025.7,4.4,0.0,-4.7,2.4,,,,,,,,,1682,,1255,1027.8,0745,1412,360,1255,,,1023.4,1558,0652,-12.4,,11.2,,,,,,,8.5
2026-02-26,211,인제,3.4,-4.3,12.0,,1.8,5.5,50,10.8,20,71.3,33,1304,,,,,1.4,,,,,,996.4,1021.5,5.4,5.5,-1.8,3.5,,,,,,,,,1562,,1612,1026.4,0439,1332,50,1610,,,1017.3,1416,0551,-10.5,,11.2,,,,,,,5.3
2026-02-27,211,인제,3.7,-1.4,6.3,0.1,2.6,4.7,20,9.6,20,74.5,60,1639,,,,,6.9,,,,,,993.8,1018.8,5.9,6.9,-0.5,4.8,,,,,,,,,2216,,1242,1020.9,2305,1522,50,1120,,,1016.7,1533,2350,-6.5,,11.3,,,,,,,0.1
2026-02-28,211,인제,3.4,-3.6,11.0,,2.0,5.9,50,10.2,20,72.5,41,1235,,,,,2.1,,,,,,998.7,1023.8,5.5,3.1,-1.6,4.1,,,,,,,,,1740,,1540,1026.4,2303,1314,50,1541,,,1020.5,0025,0717,-10.7,,11.3,,,,,,,8.7
2026-03-01,211,인제,4.2,2.7,6.8,0.7,1.5,4.7,20,9.2,20,77.5,64,1136,,,,,8.5,,,,,,1001.5,1026.6,6.3,9.6,0.5,4.7,,,,,,,,,1329,,2358,1027.4,2056,1134,50,2200,,,1025.5,1317,1911,1.5,,11.3,,,,,,,0.0
2026-03-02,211,인제,2.3,0.9,3.3,3.5,4.7,6.2,20,12.5,20,83.3,76,0317,,,,,7.5,,,,,,999.4,1024.6,6.0,10.0,-0.3,3.3,,,,,,,,,4043,,1158,1026.2,0235,0048,20,1241,,,1023.2,1521,1739,-0.1,,11.4,,,,,,,0.0
2026-03-03,211,인제,2.1,0.9,5.0,1.9,3.6,6.2,20,11.9,20,78.5,64,1419,,,,,7.9,,,,,,999.8,1025.0,5.6,9.3,-1.3,4.1,,,,,,,,,3109,,1456,1027.1,2027,1418,20,1502,,,1022.9,0252,0503,0.0,,11.4,,,,,,,0.7
2026-03-04,211,인제,3.2,-1.9,10.9,,1.0,3.3,200,6.5,200,68.5,23,1647,,,,,2.0,,,,,,999.4,1024.5,5.0,2.1,-2.8,5.3,,,,,,,,,825,,1423,1026.7,0029,1446,20,1353,,,1021.3,1707,0714,-8.6,,11.5,,,,,,,8.6
2026-03-05,211,인제,4.1,-2.7,13.4,7.6,1.3,4.4,70,7.1,50,71.6,23,1500,,,,,3.8,,,,,,997.7,1022.7,5.5,6.9,-1.8,6.0,,,,,,,,,1157,,1611,1027.1,0809,1457,20,1615,,,1018.9,1529,0658,-8.7,,11.5,,,,,,,5.1
2026-03-06,211,인제,1.3,-0.2,2.8,6.3,1.8,3.7,180,7.3,200,82.3,68,2028,,,,,7.5,,,,,,994.6,1019.8,5.5,9.4,-1.5,3.1,,,,,,,,,1520,,1215,1022.6,2338,0957,200,1145,,,1018.2,1539,2133,-2.2,,11.5,,,,,,,0.0
2026-03-07,211,인제,-0.3,-3.9,4.8,0.0,1.5,3.7,200,7.3,180,64.0,35,1546,,,,,4.3,,,,,,1000.6,1026.1,3.7,4.5,-6.7,3.5,,,,,,,,,1329,,1410,1029.2,2359,1556,180,1411,,,1022.6,0001,2355,-10.8,,11.6,,,,,,,3.8
2026-03-08,211,인제,-0.3,-7.0,7.2,,1.0,3.1,180,5.9,180,62.0,26,1441,,,,,0.0,,,,,,1002.1,1027.6,3.4,1.1,-7.7,3.4,,,,,,,,,829,,1252,1030.7,0207,1502,180,1457,,,1024.2,1715,0700,-13.8,,11.6,,,,,,,8.6
2026-03-09,211,인제,0.4,-3.1,6.0,0.0,0.7,3.4,70,6.4,70,72.9,42,1300,,,,,3.8,,,,,,1001.3,1026.8,4.5,5.3,-4.2,4.3,,,,,,,,,570,,1507,1028.6,2353,1251,160,1515,,,1024.6,1341,0137,-10.7,,11.7,,,,,,,2.5
2026-03-10,211,인제,1.1,-3.9,8.7,,1.0,3.6,200,6.7,230,65.6,26,1540,,,,,0.3,,,,,,1001.1,1026.5,4.0,1.6,-5.7,3.9,,,,,,,,,834,,1441,1029.1,0925,1503,360,1442,,,1023.2,1705,0323,-11.1,,11.7,,,,,,,8.6
2026-03-11,211,인제,2.4,-5.0,11.1,,0.8,2.5,180,5.6,200,57.8,15,1214,,,,,1.1,,,,,,1000.5,1025.8,3.6,1.6,-7.3,4.2,,,,,,,,,730,,1400,1028.3,0841,1458,20,1336,,,1022.2,1532,0628,-12.4,,11.8,,,,,,,7.5
2026-03-12,211,인제,2.9,-3.2,9.8,0.0,2.6,6.5,20,11.3,20,68.3,34,1338,,,,,1.5,,,,,,1003.7,1029.0,5.0,2.3,-2.8,4.7,,,,,,,,,2229,,1625,1031.5,2317,1322,20,1625,,,1026.5,1406,0702,-9.9,,11.8,,,,,,,7.7
2026-03-13,211,인제,2.9,-0.7,7.3,0.0,2.0,4.7,50,9.8,20,61.4,39,1641,,,,,3.4,,,,,,1006.4,1031.7,4.5,6.0,-4.0,4.5,,,,,,,,,1716,,0903,1033.4,1029,1639,20,0934,,,1029.6,1646,2345,-6.6,,11.8,,,,,,,4.9
2026-03-14,211,인제,4.4,-2.3,12.3,,1.1,3.5,200,7.2,160,59.6,30,1352,,,,,4.4,,,,,,1003.1,1028.3,4.6,7.8,-3.7,5.7,,,,,,,,,940,,1254,1031.8,0004,1350,200,1451,,,1024.9,1609,0225,-8.6,,11.9,,,,,,,5.2
2026-03-15,211,인제,3.9,-1.0,11.4,,0.9,3.4,200,6.2,200,67.5,41,1541,,,,,3.6,,,,,,1000.3,1025.4,5.3,5.0,-2.0,6.9,,,,,,,,,789,,1512,1027.9,0723,1450,200,1405,,,1021.7,1704,0451,-6.9,,11.9,,,,,,,3.0
2026-03-16,211,인제,4.4,-2.7,13.5,,0.7,2.9,340,5.7,140,64.8,23,1519,,,,,0.4,,,,,,998.5,1023.6,4.9,3.5,-3.0,5.8,,,,,,,,,569,,1415,1027.0,0805,1400,340,1530,,,1019.5,1710,0555,-9.7,,12.0,,,,,,,6.5
2026-03-17,211,인제,5.2,-2.9,15.1,,0.9,3.5,250,6.0,180,55.8,20,1625,,,,,1.0,,,,,,996.6,1021.5,4.4,1.0,-4.6,6.5,,,,,,,,,777,,1321,1025.0,0705,1441,360,1237,,,1017.7,1641,0550,-10.5,,12.0,,,,,,,9.4
2026-03-18,211,인제,3.8,1.5,7.2,2.2,1.0,2.7,230,4.4,230,83.3,64,0001,,,,,5.1,,,,,,990.3,1015.2,6.7,8.8,1.1,6.0,,,,,,,,,853,,2033,1021.1,0001,1636,200,2006,,,1010.8,1636,0745,-2.6,,12.0,,,,,,,0.1
2026-03-19,211,인제,5.9,0.2,12.3,,1.9,5.1,200,9.3,180,52.9,16,1638,,,,,2.8,,,,,,992.0,1016.7,4.4,3.6,-5.1,8.6,,,,,,,,,1646,,1416,1019.9,0901,1536,200,1418,,,1013.2,1631,0225,-5.7,,12.1,,,,,,,8.2
2026-03-20,211,인제,5.7,0.3,13.0,,2.7,5.1,180,10.5,200,49.9,21,1710,,,,,0.0,,,,,,994.5,1019.3,4.4,0.0,-4.6,7.8,,,,,,,,,2351,,1252,1024.2,2349,1506,200,1252,,,1016.5,1449,0629,-6.8,,12.1,,,,,,,9.5
2026-03-21,211,인제,5.6,-3.0,14.8,,1.3,5.0,200,10.2,180,52.6,15,1352,,,,,0.0,,,,,,998.2,1023.1,4.1,0.0,-5.5,6.8,,,,,,,,,1094,,1547,1026.2,0741,1541,180,1505,,,1019.5,1641,0645,-10.8,,12.2,,,,,,,9.5
2026-03-22,211,인제,7.6,0.3,17.8,,0.9,3.6,200,7.0,200,44.6,7,1525,,,,,0.0,,,,,,994.8,1019.4,4.0,4.9,-6.2,9.3,,,,,,,,,779,,1452,1023.9,0113,1534,180,1701,,,1015.1,1531,0354,-6.8,,12.2,,,,,,,6.1
2026-03-23,211,인제,7.3,0.2,15.8,,1.6,5.4,50,11.0,50,48.4,23,1712,,,,,0.9,,,,,,996.3,1021.0,4.7,1.4,-3.6,10.1,,,,,,,,,1417,,1032,1022.8,0734,1502,20,1032,,,1018.9,1519,0554,-6.4,,12.3,,,,,,,9.7
2026-03-24,211,인제,8.8,-0.7,18.7,,1.2,3.2,250,6.1,230,50.3,21,1455,,,,,0.6,,,,,,993.6,1018.1,5.2,7.6,-2.3,11.2,,,,,,,,,1050,,1622,1022.9,0052,1434,20,1623,,,1014.0,1602,0636,-4.9,,12.3,,,,,,,7.5
2026-03-25,211,인제,10.8,3.5,20.4,,1.1,3.2,50,6.1,20,48.0,15,1617,,,,,0.0,,,,,,989.6,1013.8,5.6,2.3,-1.5,13.5,,,,,,,,,956,,1721,1016.2,0746,1634,200,1724,,,1009.7,1532,0720,-1.5,,12.3,,,,,,,9.7
2026-03-26,211,인제,10.4,2.0,20.4,,0.9,4.7,230,9.3,230,52.8,20,1612,,,,,0.0,,,,,,989.9,1014.1,5.9,0.0,-0.6,12.3,,,,,,,,,798,,1316,1017.4,0720,1529,180,1323,,,1009.8,1659,0610,-3.9,,12.4,,,,,,,9.3
2026-03-27,211,인제,11.2,2.0,19.9,,1.5,4.8,200,10.6,230,57.0,34,1426,,,,,0.0,,,,,,988.4,1012.5,7.2,0.0,2.1,12.9,,,,,,,,,1316,,1738,1016.5,0736,1425,180,1420,,,1007.8,1653,0644,-4.3,,12.4,,,,,,,8.8
2026-03-28,211,인제,10.9,2.7,21.2,,1.2,3.6,70,7.1,230,57.0,19,1442,,,,,0.0,,,,,,990.8,1015.0,6.6,0.0,0.9,13.7,,,,,,,,,1069,,1441,1017.5,0751,1500,360,1748,,,1011.0,1634,0619,-4.0,,12.5,,,,,,,9.9
2026-03-29,211,인제,11.1,2.5,21.7,,1.1,3.0,250,6.9,180,50.0,13,1619,,,,,0.0,,,,,,991.8,1016.0,5.7,3.5,-1.1,13.1,,,,,,,,,986,,1252,1019.2,0746,1444,20,1401,,,1012.0,1555,0552,-3.7,,12.5,,,,,,,6.9
2026-03-30,211,인제,12.3,4.4,20.1,0.5,0.9,3.5,70,6.6,70,52.6,22,1225,,,,,6.3,,,,,,989.8,1013.9,7.1,8.5,1.8,12.6,,,,,,,,,812,,2124,1018.4,0755,1405,70,2127,,,1009.5,1902,0553,-2.0,,12.5,,,,,,,0.1
2026-03-31,211,인제,9.2,4.9,11.6,8.7,2.2,6.0,50,10.8,20,82.1,68,1443,,,,,4.1,,,,,,987.9,1012.1,9.5,8.1,6.2,12.2,,,,,,,,,1890,,1128,1015.7,2224,1220,20,1455,,,1008.0,0441,2358,2.7,,12.6,,,,,,,1.5
2026-04-01,211,인제,9.7,4.4,17.2,3.1,1.2,3.2,200,6.3,180,82.9,45,1526,,,,,6.1,,,,,,988.8,1013.1,9.7,7.6,6.4,13.2,,,,,,,1.5,1714,1023,,1618,1016.1,0752,1511,200,1557,1.0,1604,1009.5,1511,0349,1.3,,12.6,,,,,,,2.5
2026-04-02,211,인제,11.5,6.7,17.1,,2.1,4.6,180,10.2,160,61.0,30,1750,,,,,1.6,,,,,,989.6,1013.7,7.8,2.3,3.0,14.3,,,,,,,,,1813,,1527,1017.1,2358,1518,180,1229,,,1010.5,1621,2400,-0.5,,12.7,,,,,,,8.0
2026-04-03,211,인제,12.5,3.6,21.0,,1.1,4.1,200,8.3,180,52.4,28,1409,,,,,1.4,,,,,,988.7,1012.7,7.1,6.4,2.1,14.5,,,,,,,,,967,,1656,1018.0,0222,1522,180,1700,,,1007.7,2358,0620,-2.0,,12.7,,,,,,,9.0
2026-04-04,211,인제,13.6,9.2,19.8,5.4,1.6,3.9,200,7.3,200,68.9,43,1814,,,,,5.3,,,,,,977.4,1001.0,10.4,6.1,7.5,14.3,,,,,,,2.9,705,1352,,1657,1007.8,0004,1543,180,1635,0.7,736,995.8,1533,0711,7.9,,12.7,,,,,,,3.7
2026-04-05,211,인제,12.6,8.0,19.0,7.4,2.1,3.4,250,8.0,200,56.8,23,1451,,,,,1.8,,,,,,983.4,1007.3,7.7,5.3,3.0,15.7,,,,,,,6.1,2251,1772,,0046,1010.4,2343,1521,200,1737,1.4,2318,1004.6,1508,0651,6.5,,12.8,,,,,,,8.7
2026-04-06,211,인제,8.0,3.1,10.8,5.2,1.6,4.1,200,9.9,320,69.8,22,2158,,,,,3.6,,,,,,985.5,1009.9,7.6,6.0,2.5,9.9,,,,,,,3.9,1036,1401,,2140,1012.7,2335,1657,180,1952,1.0,1101,1007.3,1800,2336,-3.8,,12.8,,,,,,,0.7
2026-04-07,211,인제,6.4,-1.0,13.5,,1.7,5.0,200,10.4,230,42.5,15,1019,,,,,0.0,,,,,,990.3,1014.9,3.6,0.0,-7.5,10.2,,,,,,,,,1443,,0925,1018.9,2358,1511,200,1120,,,1012.5,1528,0501,-8.5,,12.9,,,,,,,10.4
2026-04-08,211,인제,8.4,-0.7,17.1,,1.5,4.6,200,9.5,230,51.4,20,1555,,,,,0.0,,,,,,993.0,1017.5,5.1,0.8,-2.6,13.0,,,,,,,,,1274,,1308,1021.7,0653,1629,180,1312,,,1013.9,1601,0600,-7.3,,12.9,,,,,,,10.4
2026-04-09,211,인제,8.6,4.7,13.2,16.6,1.3,3.7,50,7.6,90,78.9,45,1111,,,,,6.0,,,,,,982.8,1007.1,8.8,9.9,4.7,9.6,,,,,,,5.2,1740,1109,,2232,1015.8,0013,1211,70,2239,1.2,1806,998.6,2351,0240,-1.4,,12.9,,,,,,,0.0
2026-04-10,211,인제,10.1,8.2,11.9,8.5,2.8,4.8,180,12.2,180,89.8,78,2304,,,,,8.1,,,,,,976.5,1000.4,11.0,8.9,8.4,11.1,,,,,,,1.9,-2331,2408,,2135,1007.0,2353,1316,200,2048,0.8,49,996.3,0709,0523,8.2,,13.0,,,,,,,0.0
2026-04-11,211,인제,11.3,6.4,17.2,,3.3,6.4,200,13.9,180,64.6,36,1658,,,,,3.4,,,,,,986.0,1010.0,8.3,4.5,4.3,13.3,,,,,,,,,2879,,1430,1015.2,2356,1701,180,1439,,,1006.7,0031,2355,-0.5,,13.0,,,,,,,8.3
2026-04-12,211,인제,13.1,2.3,24.0,,1.4,4.4,200,8.7,160,54.5,18,1331,,,,,0.0,,,,,,990.9,1014.9,7.0,1.3,1.7,15.7,,,,,,,,,1202,,1328,1018.3,0546,1610,180,1329,,,1010.5,1717,0603,-4.3,,13.1,,,,,,,10.5
2026-04-13,211,인제,14.6,5.9,23.7,,1.4,4.5,50,8.1,50,47.5,17,1510,,,,,0.0,,,,,,992.2,1016.1,6.9,2.6,1.7,17.4,,,,,,,,,1237,,1149,1018.8,0729,1343,20,1124,,,1013.4,1559,0554,-0.7,,13.1,,,,,,,10.0
2026-04-14,211,인제,13.6,6.5,21.7,,2.8,5.3,20,10.2,20,59.4,34,1256,,,,,0.0,,,,,,990.5,1014.5,8.9,4.1,5.2,16.2,,,,,,,,,2434,,1307,1017.1,0729,1243,20,1430,,,1011.2,1610,0538,3.6,,13.1,,,,,,,10.4
2026-04-15,211,인제,13.8,5.9,26.6,,2.9,6.9,70,14.5,70,63.8,23,1406,,,,,0.6,,,,,,990.0,1013.9,9.2,2.0,5.7,18.4,,,,,,,,,2545,,1920,1019.9,2326,1427,50,1920,,,1008.4,1424,0550,3.9,,13.2,,,,,,,10.1
2026-04-16,211,인제,15.3,7.2,25.5,,2.2,4.1,20,7.5,50,51.1,17,1459,,,,,0.1,,,,,,994.4,1018.3,8.0,4.6,3.6,17.9,,,,,,,,,1922,,0035,1021.8,0735,1413,70,0002,,,1015.0,1630,0618,4.3,,13.2,,,,,,,9.5
2026-04-17,211,인제,14.8,9.0,21.3,,1.9,4.0,200,9.4,230,53.9,28,1036,,,,,4.6,,,,,,990.1,1014.0,8.5,5.5,4.6,17.5,,,,,,,,,1662,,1640,1017.4,0001,1224,200,1654,,,1010.8,1517,0417,4.6,,13.3,,,,,,,4.1
2026-04-18,211,인제,16.6,6.5,27.6,,1.1,3.3,200,6.4,230,56.4,18,1517,,,,,0.0,,,,,,990.9,1014.6,9.2,2.1,5.6,20.0,,,,,,,,,917,,1516,1018.0,0741,1439,180,1632,,,1010.4,1551,0610,-0.1,,13.3,,,,,,,10.5
2026-04-19,211,인제,18.8,9.3,29.7,,0.9,3.1,200,7.1,230,48.4,16,1425,,,,,0.0,,,,,,988.4,1011.8,8.9,2.0,5.2,21.6,,,,,,,,,807,,1553,1015.7,0039,1421,200,1600,,,1007.2,1713,0554,4.0,,13.3,,,,,,,10.3
2026-04-20,211,인제,12.9,7.0,18.7,2.0,2.2,5.0,200,11.0,200,64.3,36,2215,,,,,2.4,,,,,,986.1,1010.0,9.6,3.6,6.0,13.4,,,,,,,2.0,1354,1880,,1633,1015.9,2358,1202,180,1736,0.7,1418,1005.6,1613,2357,1.2,,13.4,,,,,,,1.5
2026-04-21,211,인제,11.5,2.6,18.1,,3.0,6.5,200,12.4,180,43.9,25,1605,,,,,0.0,,,,,,992.1,1016.3,5.6,4.6,-1.3,14.8,,,,,,,,,2592,,1830,1019.5,0701,1412,200,1412,,,1012.9,1728,0507,-3.1,,13.4,,,,,,,8.7
2026-04-22,211,인제,12.2,6.9,19.2,,1.7,4.8,180,12.7,200,44.8,21,1143,,,,,1.6,,,,,,989.6,1013.6,6.0,7.8,-0.6,15.8,,,,,,,,,1502,,1523,1017.2,0053,1402,180,1455,,,1009.6,1802,0555,2.1,,13.4,,,,,,,4.2
2026-04-23,211,인제,12.4,6.2,19.0,,2.4,6.3,20,10.8,20,41.5,18,1605,,,,,0.1,,,,,,989.4,1013.4,5.4,4.9,-2.0,17.6,,,,,,,,,2040,,0426,1016.7,2357,1052,20,0448,,,1010.9,1550,2359,0.9,,13.5,,,,,,,
2026-04-24,211,인제,13.4,2.0,25.1,,1.7,4.1,70,7.0,70,44.6,10,1302,,,,,0.0,,,,,,992.3,1016.3,5.4,0.0,-2.1,19.4,,,,,,,,,1449,,1903,1019.5,2350,1601,20,1911,,,1012.4,1532,0551,-2.3,,13.5,,,,,,,10.7
2026-04-25,211,인제,14.9,4.1,25.7,,1.3,3.8,230,7.9,250,47.1,11,1511,,,,,0.0,,,,,,993.9,1017.8,6.5,0.0,0.5,20.6,,,,,,,,,1108,,1547,1022.1,0708,1348,200,1547,,,1013.5,1623,0552,-2.1,,13.6,,,,,,,10.5
2026-04-26,211,인제,15.2,4.9,25.4,,1.2,4.1,200,8.1,230,44.5,15,1618,,,,,0.0,,,,,,988.6,1012.4,6.6,1.4,0.8,21.3,,,,,,,,,1072,,1605,1017.0,0026,1401,180,1322,,,1007.8,1623,0520,-2.6,,13.6,,,,,,,10.4
2026-04-27,211,인제,14.3,7.7,24.2,2.2,1.2,4.9,230,13.0,230,60.5,16,1240,,,,,4.5,,,,,,987.2,1011.0,9.0,6.5,5.1,18.5,,,,,,,1.4,2135,1074,,1708,1013.6,0732,1343,20,1955,0.5,2138,1007.5,1538,0454,1.3,,13.6,,,,,,,4.7
2026-04-28,211,인제,10.3,7.1,14.0,2.7,1.2,3.6,70,7.0,230,85.9,63,1134,,,,,7.5,,,,,,989.0,1013.2,10.6,9.1,7.9,13.2,,,,,,,1.7,1221,1009,,0925,1018.2,2341,1155,50,1251,0.7,1223,1009.1,0406,2158,4.2,,13.7,,,,,,,0.1
2026-04-29,211,인제,12.3,6.1,19.7,,1.0,2.8,200,6.4,230,65.1,27,1342,,,,,2.3,,,,,,993.5,1017.7,8.7,6.4,4.9,17.7,,,,,,,,,852,,1245,1020.0,0853,1538,20,1627,,,1014.8,1553,0440,4.0,,13.7,,,,,,,7.8
2026-04-30,211,인제,14.7,6.8,23.5,0.0,1.1,3.4,50,6.2,50,53.4,22,1336,,,,,4.1,,,,,,989.6,1013.4,8.0,7.0,3.7,20.4,,,,,,,0.0,,953,,1518,1019.1,0254,1409,20,1518,0.0,,1009.2,1633,0618,3.0,,13.7,,,,,,,7.7
2026-05-01,211,인제,17.2,9.9,26.1,0.2,1.8,4.6,230,9.9,200,53.0,24,1531,,,,,3.6,,,,,,983.0,1006.4,9.4,4.8,6.0,20.4,,,,,,,0.2,,1588,,1559,1010.2,2356,1542,200,1604,0.2,,1002.5,1527,0311,8.6,,13.8,,,,,,,7.6
2026-05-02,211,인제,16.5,9.8,23.3,0.4,1.6,3.7,200,8.9,270,60.3,39,1541,,,,,2.8,,,,,,986.5,1010.1,10.9,7.6,8.1,21.9,,,,,,,0.6,2312,1382,,2235,1012.6,0648,1540,180,1631,0.2,,1007.1,1638,0526,3.6,,13.8,,,,,,,3.9
2026-05-03,211,인제,11.4,9.4,13.9,25.2,0.9,3.7,70,6.0,50,94.1,86,1533,,,,,6.0,,,,,,978.7,1002.5,12.7,10.0,10.5,15.0,,,,,,,4.8,2058,778,,2240,1010.0,0001,0001,70,2244,1.8,2100,999.3,1600,2400,8.9,,13.9,,,,,,,0.0
2026-05-04,211,인제,11.1,6.5,18.7,9.6,1.1,3.4,230,7.6,200,70.8,28,1604,,,,,4.5,,,,,,986.7,1010.8,8.7,5.0,4.7,14.8,,,,,,,4.2,-2346,983,,1659,1017.7,2359,1503,200,1639,0.9,20,1002.1,0001,2349,0.3,,13.9,,,,,,,4.7
2026-05-05,211,인제,12.5,3.8,21.3,,1.6,4.3,180,10.7,230,58.5,22,1833,,,,,0.0,,,,,,992.5,1016.6,7.4,0.0,2.6,17.7,,,,,,,,,1381,,1720,1020.2,0647,1445,200,1533,,,1012.5,1626,0612,-1.9,,13.9,,,,,,,10.0
2026-05-06,211,인제,15.2,4.5,23.2,,1.9,4.4,180,10.2,160,57.5,38,1419,,,,,0.0,,,,,,991.1,1014.9,9.4,2.5,5.9,20.1,,,,,,,,,1648,,1633,1019.0,0701,1417,180,1636,,,1010.9,1746,0533,-1.4,,13.9,,,,,,,10.9
2026-05-07,211,인제,15.4,10.6,22.0,2.0,1.8,3.9,180,9.7,290,67.5,30,1316,,,,,4.1,,,,,,986.7,1010.4,11.3,9.0,8.7,18.1,,,,,,,2.5,2318,1544,,1427,1013.9,0600,1255,180,1000,1.8,2353,1007.4,1641,0546,6.4,,14.0,,,,,,,4.5
2026-05-08,211,인제,12.9,7.3,18.5,1.1,1.7,5.0,230,12.3,360,57.0,27,1304,,,,,2.5,,,,,,988.3,1012.3,8.0,2.9,3.4,15.7,,,,,,,1.1,1,1507,,1112,1018.4,2356,1332,200,0825,0.7,1,1008.8,0246,2347,1.4,,14.0,,,,,,,6.2
2026-05-09,211,인제,13.5,3.7,22.3,,1.1,4.1,200,9.2,230,58.3,24,1407,,,,,0.9,,,,,,994.1,1018.1,8.0,1.6,3.6,19.7,,,,,,,,,958,,1627,1021.3,0722,1508,160,1523,,,1014.2,1621,0514,-1.8,,14.0,,,,,,,10.8
